Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000116095,PLEKHA3,0.12363547705297873,-0.760811583505725,0.8045637878077702,0.16692231652861575,0.760811583505725,0.8045637878077702
ENSG00000237298,TTN-AS1,0.07039100153381271,-3.6530181333571305,0.2811172035671995,0.890252354819284,3.6530181333571305,0.2811172035671995
ENSG00000155657,TTN,0.11009874598878398,-3.3191389577234145,0.2811172035671995,1.112815443524105,3.3191389577234145,0.2811172035671995
ENSG00000270956,AC009948.3,0.0009024487376129834,-5.869336040283894,0.3110199796086701,0.05564077217620525,5.869336040283894,0.3110199796086701
ENSG00000270277,AC009948.2,0.0018048974752259668,-4.284373539562738,1.0,0.0,4.284373539562738,1.0
ENSG00000271011,AC010680.3,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
ENSG00000270574,AC010680.2,0.0018048974752259668,-4.284373539562738,1.0,0.0,4.284373539562738,1.0
ENSG00000163492,CCDC141,0.04241509066781022,-2.8693360402838937,0.3110199796086701,0.2782038608810263,2.8693360402838937,0.3110199796086701
ENSG00000187231,SESTD1,0.0045122436880649175,-3.284373539562738,1.0,0.0,3.284373539562738,1.0
ENSG00000163510,CWC22,0.09926936113742818,-1.6598826746549444,0.445146877794815,0.2782038608810263,1.6598826746549444,0.445146877794815
ENSG00000170035,UBE2E3,0.16695301645840194,0.08486027010298125,1.0,0.1112815443524105,-0.08486027010298125,1.0
ENSG00000234663,LINC01934,0.06678120658336077,-1.2254798505091693,0.7592305383150324,0.1112815443524105,1.2254798505091693,0.7592305383150324
ENSG00000115232,ITGA4,0.5568108711072108,-2.4052279344371237,0.2811172035671995,3.0602424696912887,2.4052279344371237,0.2811172035671995
ENSG00000188452,CERKL,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
ENSG00000138434,ITPRID2,0.021658769702711602,-1.2254798505091697,1.0,0.0,1.2254798505091697,1.0
ENSG00000115252,PDE1A,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
ENSG00000077232,DNAJC10,0.08663507881084641,-1.8543856988179224,0.4023869835645823,0.2782038608810263,1.8543856988179224,0.4023869835645823
ENSG00000061676,NCKAP1,0.0054146924256779005,-4.06198111822629,0.42251088787682195,0.05564077217620525,4.06198111822629,0.42251088787682195
ENSG00000162999,DUSP19,0.0018048974752259668,-4.284373539562738,1.0,0.0,4.284373539562738,1.0
ENSG00000163002,NUP35,0.03970774445497127,-1.3774829439542189,0.930708060146698,0.05564077217620525,1.3774829439542189,0.930708060146698
ENSG00000272800,AC021851.1,0.0018048974752259668,-4.284373539562738,1.0,0.0,4.284373539562738,1.0
ENSG00000170396,ZNF804A,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
ENSG00000286797,AC009315.1,0.0027073462128389503,-3.869336040283894,1.0,0.0,3.869336040283894,1.0
ENSG00000188738,FSIP2,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
ENSG00000287129,AC097500.1,0.0018048974752259668,-4.284373539562738,1.0,0.0,4.284373539562738,1.0
ENSG00000237877,LINC01473,0.0036097949504519337,-3.5474079453965324,1.0,0.0,3.5474079453965324,1.0
ENSG00000259915,AC017071.1,0.0,-6.869336040283894,0.2811172035671995,0.05564077217620525,6.869336040283894,0.2811172035671995
ENSG00000065548,ZC3H15,0.44490722764320084,-0.6214085268403088,0.6583054755597267,0.667689266114463,0.6214085268403088,0.6583054755597267
ENSG00000138448,ITGAV,0.017146526014646685,-3.132370446117688,0.3736481862052845,0.1112815443524105,3.132370446117688,0.3736481862052845
ENSG00000144369,FAM171B,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
ENSG00000064989,CALCRL,0.0027073462128389503,-3.869336040283894,1.0,0.0,3.869336040283894,1.0
ENSG00000003436,TFPI,0.0027073462128389503,-4.869336040283894,0.3336837480488292,0.05564077217620525,4.869336040283894,0.3336837480488292
ENSG00000223523,AC092598.1,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
ENSG00000115368,WDR75,0.08483018133562044,-2.621408526840309,0.2811172035671995,0.5007669495858472,2.621408526840309,0.2811172035671995
ENSG00000138449,SLC40A1,0.1299526182162696,-0.2743894509901157,1.0,0.1112815443524105,0.2743894509901157,1.0
ENSG00000138381,ASNSD1,0.01895142348987265,-2.4099044216465972,0.6649354283409478,0.05564077217620525,2.4099044216465972,0.6649354283409478
ENSG00000286053,ASDURF,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
ENSG00000151687,ANKAR,0.06768365532097376,-2.4287634488979126,0.3145760838808709,0.3338446330572315,2.4287634488979126,0.3145760838808709
ENSG00000128694,OSGEPL1,0.05234202678155304,0.013307009077946574,1.0,0.0,-0.013307009077946574,1.0
ENSG00000253559,OSGEPL1-AS1,0.0036097949504519337,-3.5474079453965324,1.0,0.0,3.5474079453965324,1.0
ENSG00000273240,AC013468.1,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
ENSG00000128699,ORMDL1,0.37180887989654915,-1.3492630703067612,0.39159543402274166,0.9458931269954893,1.3492630703067612,0.39159543402274166
ENSG00000064933,PMS1,0.12453792579059171,-2.5577498896179907,0.2811172035671995,0.7233300382906682,2.5577498896179907,0.2811172035671995
ENSG00000187699,C2orf88,0.0009024487376129834,-5.869336040283894,0.3110199796086701,0.05564077217620525,5.869336040283894,0.3110199796086701
ENSG00000198130,HIBCH,0.09024487376129835,-2.381049558974412,0.3051400438091649,0.445126177409642,2.381049558974412,0.3051400438091649
ENSG00000151689,INPP1,0.014439179801807735,-1.781873199033555,1.0,0.0,1.781873199033555,1.0
ENSG00000151690,MFSD6,0.06317141163290885,-2.041517015666575,0.40744783018612823,0.222563088704821,2.041517015666575,0.40744783018612823
ENSG00000189362,NEMP2,0.024366115915550553,-3.06198111822629,0.33216616150478956,0.16692231652861575,3.06198111822629,0.33216616150478956
ENSG00000233654,AC108047.1,0.0054146924256779005,-4.6469436189474465,0.3110199796086701,0.1112815443524105,4.6469436189474465,0.3110199796086701
ENSG00000284052,AC006460.2,0.0036097949504519337,-4.547407945396532,0.35780929986021864,0.05564077217620525,4.547407945396532,0.35780929986021864
ENSG00000138386,NAB1,0.02617101339077652,-2.547407945396532,0.4572512625005877,0.1112815443524105,2.547407945396532,0.4572512625005877
ENSG00000235852,AC005540.1,0.0045122436880649175,-3.284373539562738,1.0,0.0,3.284373539562738,1.0
ENSG00000115419,GLS,0.41783376551481133,-2.2592825585999075,0.2811172035671995,2.0587085705195944,2.2592825585999075,0.2811172035671995
ENSG00000115415,STAT1,0.31134481447647927,-1.2420627347047737,0.4494667753160169,0.7233300382906682,1.2420627347047737,0.4494667753160169
ENSG00000231858,AC067945.3,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
ENSG00000138378,STAT4,0.2129779020766641,-2.1505177928279475,0.29552975949270505,0.9458931269954893,2.1505177928279475,0.29552975949270505
ENSG00000288064,AC067945.4,0.0036097949504519337,-3.5474079453965324,1.0,0.0,3.5474079453965324,1.0
ENSG00000128641,MYO1B,0.0027073462128389503,-3.869336040283894,1.0,0.0,3.869336040283894,1.0
ENSG00000173559,NABP1,0.045122436880649174,-2.1969106983123985,0.43273361643372754,0.16692231652861575,2.1969106983123985,0.43273361643372754
ENSG00000233766,AC098617.1,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
ENSG00000223466,LINC01825,0.009926936113742818,-3.2843735395627376,0.4795530363523343,0.05564077217620525,3.2843735395627376,0.4795530363523343
ENSG00000196950,SLC39A10,0.11822078462730083,-3.525381639066533,0.2811172035671995,1.3910193044051313,3.525381639066533,0.2811172035671995
ENSG00000081320,STK17B,0.6975928741748362,-1.6306982887575674,0.3149345783353038,2.22563088704821,1.6306982887575674,0.3149345783353038
ENSG00000272211,AC114760.2,0.0036097949504519337,-3.5474079453965324,1.0,0.0,3.5474079453965324,1.0
ENSG00000138411,HECW2,0.0018048974752259668,-4.284373539562738,1.0,0.0,4.284373539562738,1.0
ENSG00000229056,HECW2-AS1,0.019853872227485636,-1.345774084226882,1.0,0.0,1.345774084226882,1.0
ENSG00000144395,CCDC150,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
ENSG00000119041,GTF3C3,0.05504937299439199,-1.5001022306181748,0.6801572638708805,0.1112815443524105,1.5001022306181748,0.6801572638708805
ENSG00000197121,PGAP1,0.009926936113742818,-3.2843735395627376,0.47517515301820273,0.05564077217620525,3.2843735395627376,0.47517515301820273
ENSG00000065413,ANKRD44,0.5874941281860522,-2.193033228024312,0.2811172035671995,2.7820386088102627,2.193033228024312,0.2811172035671995
ENSG00000231621,AC013264.1,0.09656201492458923,0.8855514618795741,1.0,0.0,-0.8855514618795741,1.0
ENSG00000236977,ANKRD44-IT1,0.006317141163290884,-4.45429854100505,0.31664842577966934,0.1112815443524105,4.45429854100505,0.31664842577966934
ENSG00000115524,SF3B1,0.8103989663764591,-2.1015528541279003,0.2811172035671995,3.6166501914533415,2.1015528541279003,0.2811172035671995
ENSG00000115520,COQ10B,0.14529424675569033,-1.1144485381204254,0.5856204961822439,0.2782038608810263,1.1144485381204254,0.5856204961822439
ENSG00000144381,HSPD1,0.6253969751657975,-0.8228616104843935,0.542864538519938,1.112815443524105,0.8228616104843935,0.542864538519938
ENSG00000115541,HSPE1,0.7264712337784517,1.7852999882440734,1.0,0.16692231652861575,-1.7852999882440734,1.0
ENSG00000115540,MOB4,0.21568524828950303,-0.7698003667329796,0.6771239069758442,0.3338446330572315,0.7698003667329796,0.6771239069758442
ENSG00000162944,RFTN2,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
ENSG00000287858,AC020550.2,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
ENSG00000247626,MARS2,0.05143957804394005,-0.011355045156322241,1.0,0.0,0.011355045156322241,1.0
ENSG00000115896,PLCL1,0.09926936113742818,-2.5343517925710857,0.2811172035671995,0.5564077217620526,2.5343517925710857,0.2811172035671995
ENSG00000226124,FTCDNL1,0.023463667177937568,-2.1144485381204254,0.7637519169235912,0.05564077217620525,2.1144485381204254,0.7637519169235912
ENSG00000178074,C2orf69,0.06136651415768287,0.23918841649427414,1.0,0.0,-0.23918841649427414,1.0
ENSG00000162971,TYW5,0.030683257078841435,-2.7400530233389273,0.3548018099152325,0.16692231652861575,2.7400530233389273,0.3548018099152325
ENSG00000162972,MAIP1,0.03429305202929337,-1.5839338214216458,0.8511294108580697,0.05564077217620525,1.5839338214216458,0.8511294108580697
ENSG00000196141,SPATS2L,0.017146526014646685,-3.132370446117688,0.39159543402274166,0.1112815443524105,3.132370446117688,0.39159543402274166
ENSG00000155729,KCTD18,0.08934242502368536,-0.8104423512303254,0.8834636369907684,0.1112815443524105,0.8104423512303254,0.8834636369907684
ENSG00000163535,SGO2,0.0162440772770337,-1.621408526840309,1.0,0.0,1.621408526840309,1.0
ENSG00000230408,AC007163.1,0.0027073462128389503,-3.869336040283894,1.0,0.0,3.869336040283894,1.0
ENSG00000082153,BZW1,0.3889554059111959,-0.43637663300778795,0.7543276295688066,0.5007669495858472,0.43637663300778795,0.7543276295688066
ENSG00000013441,CLK1,0.37361377737177515,-2.3818218796785566,0.2811172035671995,2.003067798343389,2.3818218796785566,0.2811172035671995
ENSG00000240344,PPIL3,0.10017180987504117,-2.06198111822629,0.3371751169074385,0.3894854052334368,2.06198111822629,0.3371751169074385
ENSG00000196290,NIF3L1,0.07851304017232956,-0.9948669223677529,0.8216122845106628,0.1112815443524105,0.9948669223677529,0.8216122845106628
ENSG00000115942,ORC2,0.07761059143471657,-1.0113550451563218,0.8114498914589167,0.1112815443524105,1.0113550451563218,0.8114498914589167
ENSG00000183308,AC005037.1,0.0045122436880649175,-3.284373539562738,1.0,0.0,3.284373539562738,1.0
ENSG00000155744,FAM126B,0.08483018133562044,-2.2994804319529463,0.33040666479188946,0.3894854052334368,2.2994804319529463,0.33040666479188946
ENSG00000119013,NDUFB3,0.38985785464880884,1.3039246737216748,1.0,0.1112815443524105,-1.3039246737216748,1.0
ENSG00000003402,CFLAR,0.3194668531149961,-2.2556418210194216,0.2811172035671995,1.557941620933747,2.2556418210194216,0.2811172035671995
ENSG00000226312,CFLAR-AS1,0.0054146924256779005,-4.06198111822629,0.4087005055407145,0.05564077217620525,4.06198111822629,0.4087005055407145
ENSG00000003400,CASP10,0.055951821732004976,-2.2139842116713404,0.3648893313319319,0.222563088704821,2.2139842116713404,0.3648893313319319
ENSG00000064012,CASP8,0.218392594502342,-0.7518784587357175,0.6818110371236995,0.3338446330572315,0.7518784587357175,0.6818110371236995
ENSG00000155749,FLACC1,0.0036097949504519337,-4.547407945396532,0.3572579494760078,0.05564077217620525,4.547407945396532,0.3572579494760078
ENSG00000115993,TRAK2,0.08483018133562044,-1.2994804319529463,0.632522751652544,0.16692231652861575,1.2994804319529463,0.632522751652544
ENSG00000082146,STRADB,0.0649763091081348,-0.6795114814038765,1.0,0.05564077217620525,0.6795114814038765,1.0
ENSG00000155754,C2CD6,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
ENSG00000155755,TMEM237,0.007219589900903867,-2.699411038841582,1.0,0.0,2.699411038841582,1.0
ENSG00000003393,ALS2,0.014439179801807735,-2.7818731990335546,0.6245306027960974,0.05564077217620525,2.7818731990335546,0.6245306027960974
ENSG00000273209,AC069148.1,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
ENSG00000116030,SUMO1,0.45844395870739557,1.5372233050706452,1.0,0.1112815443524105,-1.5372233050706452,1.0
ENSG00000055044,NOP58,0.45483416375694363,-1.1371239760883225,0.44583317196533256,1.0015338991716944,1.1371239760883225,0.44583317196533256
ENSG00000286223,AC064836.4,0.010829384851355801,-2.1688963221428024,1.0,0.0,2.1688963221428024,1.0
ENSG00000273456,AC064836.3,0.0027073462128389503,-3.869336040283894,1.0,0.0,3.869336040283894,1.0
ENSG00000204217,BMPR2,0.046927334355875136,-2.948770507778299,0.29341966180569456,0.3338446330572315,2.948770507778299,0.29341966180569456
ENSG00000138439,FAM117B,0.2571978902197003,-1.7094647035055046,0.33060709440669994,0.8346115826430788,1.7094647035055046,0.33060709440669994
ENSG00000163596,ICA1L,0.0162440772770337,-3.2063710275614645,0.3548018099152325,0.1112815443524105,3.2063710275614645,0.3548018099152325
ENSG00000138442,WDR12,0.06768365532097376,-1.6214085268403085,0.5460940543066145,0.16692231652861575,1.6214085268403085,0.5460940543066145
ENSG00000138380,CARF,0.05956161668245691,-1.3882093505472777,0.7057937916588467,0.1112815443524105,1.3882093505472777,0.7057937916588467
ENSG00000144426,NBEAL1,0.17597750383453176,-0.25462619616868576,0.9724452629609452,0.16692231652861575,0.25462619616868576,0.9724452629609452
ENSG00000119004,CYP20A1,0.12724527200343067,-2.041517015666575,0.32584401760674503,0.5007669495858472,2.041517015666575,0.32584401760674503
ENSG00000138443,ABI2,0.07851304017232956,-2.5798294230889094,0.29686632719696776,0.445126177409642,2.5798294230889094,0.29686632719696776
ENSG00000173166,RAPH1,0.0027073462128389503,-3.869336040283894,1.0,0.0,3.869336040283894,1.0
ENSG00000178562,CD28,0.25629544148208727,-1.8844429326741026,0.3110199796086701,0.9458931269954893,1.8844429326741026,0.3110199796086701
ENSG00000163599,CTLA4,0.031585705816454424,-2.6994110388415815,0.37624649941021,0.16692231652861575,2.6994110388415815,0.37624649941021
ENSG00000163600,ICOS,0.0758056939594906,-1.459945104146192,0.5856204961822439,0.16692231652861575,1.459945104146192,0.5856204961822439
ENSG00000116117,PARD3B,0.0036097949504519337,-3.5474079453965324,1.0,0.0,3.5474079453965324,1.0
ENSG00000114933,INO80D,0.11461098967684889,-2.3287676589211914,0.3007611703906209,0.5564077217620526,2.3287676589211914,0.3007611703906209
ENSG00000227946,AC007383.2,0.04963468056871409,-1.06198111822629,0.9683818412755806,0.05564077217620525,1.06198111822629,0.9683818412755806
ENSG00000023228,NDUFS1,0.0821228351227815,-1.6677021791142437,0.4769894300638567,0.222563088704821,1.6677021791142437,0.4769894300638567
ENSG00000231955,AC007383.3,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
ENSG00000114942,EEF1B2,12.587354992225894,3.991647443005202,0.8000599883377648,0.7789708104668736,-3.991647443005202,0.8000599883377648
ENSG00000204186,ZDBF2,0.02887835960361547,-2.8249419209254403,0.361977358736005,0.16692231652861575,2.8249419209254403,0.361977358736005
ENSG00000114948,ADAM23,0.0027073462128389503,-3.869336040283894,1.0,0.0,3.869336040283894,1.0
ENSG00000232125,DYTN,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
ENSG00000118246,FASTKD2,0.08573263007323342,-1.8693360402838937,0.3794711804140379,0.2782038608810263,1.8693360402838937,0.3794711804140379
ENSG00000229321,AC008269.1,0.0018048974752259668,-4.284373539562738,1.0,0.0,4.284373539562738,1.0
ENSG00000118263,KLF7,0.08031793764755553,-0.9624454446753754,0.8343309355694094,0.1112815443524105,0.9624454446753754,0.8343309355694094
ENSG00000223725,AC009226.1,0.0036097949504519337,-3.5474079453965324,1.0,0.0,3.5474079453965324,1.0
ENSG00000118260,CREB1,0.21027055586382515,-2.1688963221428024,0.2811172035671995,0.9458931269954893,2.1688963221428024,0.2811172035671995
ENSG00000144401,METTL21A,0.1353673106419475,-0.2158938016799712,1.0,0.1112815443524105,0.2158938016799712,1.0
ENSG00000163249,CCNYL1,0.029780808341228454,-1.7818731990335546,0.8045136311725,0.05564077217620525,1.7818731990335546,0.8045136311725
ENSG00000163251,FZD5,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
ENSG00000178385,PLEKHM3,0.025268564653163537,-2.011355045156322,0.7796558316690221,0.05564077217620525,2.011355045156322,0.7796558316690221
ENSG00000118231,CRYGD,0.0027073462128389503,-3.869336040283894,1.0,0.0,3.869336040283894,1.0
ENSG00000138413,IDH1,0.03429305202929337,-2.168896322142802,0.5198515477459993,0.1112815443524105,2.168896322142802,0.5198515477459993
ENSG00000231908,IDH1-AS1,0.0045122436880649175,-3.284373539562738,1.0,0.0,3.284373539562738,1.0
ENSG00000115020,PIKFYVE,0.10468405356310607,-1.806326242758094,0.3724209417568465,0.3338446330572315,1.806326242758094,0.3724209417568465
ENSG00000144407,PTH2R,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
ENSG00000197713,RPE,0.03880529571735829,-2.9948669223677533,0.29994628043829963,0.2782038608810263,2.9948669223677533,0.29994628043829963
ENSG00000144445,KANSL1L,0.01895142348987265,-2.4099044216465972,0.6137440188162923,0.05564077217620525,2.4099044216465972,0.6137440188162923
ENSG00000272807,AC007038.2,0.0,-7.869336040283894,0.2811172035671995,0.16692231652861575,7.869336040283894,0.2811172035671995
ENSG00000229127,AC007038.1,0.0027073462128389503,-4.869336040283894,0.3445483505876906,0.05564077217620525,4.869336040283894,0.3445483505876906
ENSG00000279317,AC006994.2,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
ENSG00000234281,LANCL1-AS1,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
ENSG00000115365,LANCL1,0.08753752754845939,-1.2546261961686858,0.645253910935446,0.16692231652861575,1.2546261961686858,0.645253910935446
ENSG00000286965,AC108066.2,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
ENSG00000030419,IKZF2,0.03970774445497127,-2.6994110388415815,0.3419666098519274,0.222563088704821,2.6994110388415815,0.3419666098519274
ENSG00000144451,SPAG16,0.07761059143471657,0.5736074555648338,1.0,0.0,-0.5736074555648338,1.0
ENSG00000138376,BARD1,0.0324881545540674,-0.6598826746549449,1.0,0.0,0.6598826746549449,1.0
ENSG00000138363,ATIC,0.29058849351138066,-0.9933773042272667,0.5332014647783314,0.5564077217620526,0.9933773042272667,0.5332014647783314
ENSG00000115414,FN1,0.0018048974752259668,-4.284373539562738,1.0,0.0,4.284373539562738,1.0
ENSG00000118242,MREG,0.0054146924256779005,-3.0619811182262904,1.0,0.0,3.0619811182262904,1.0
ENSG00000115425,PECR,0.06948855279619973,-2.9058619163090085,0.2811172035671995,0.5007669495858472,2.9058619163090085,0.2811172035671995
ENSG00000163449,TMEM169,0.013536731064194752,-2.8693360402838937,0.6125952333831194,0.05564077217620525,2.8693360402838937,0.6125952333831194
ENSG00000079246,XRCC5,0.7165442976647088,-0.4824525035557619,0.6824303467554245,1.0015338991716944,0.4824525035557619,0.6824303467554245
ENSG00000260804,LINC01963,0.0018048974752259668,-4.284373539562738,1.0,0.0,4.284373539562738,1.0
ENSG00000138375,SMARCAL1,0.04421998814303619,-1.2254798505091693,0.9683818412755806,0.05564077217620525,1.2254798505091693,0.9683818412755806
ENSG00000232485,AC098820.1,0.0018048974752259668,-4.284373539562738,1.0,0.0,4.284373539562738,1.0
ENSG00000241520,AC098820.3,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
ENSG00000197756,RPL37A,9.755470853596352,2.945913814745117,1.0,1.2797377600527209,-2.945913814745117,1.0
ENSG00000233143,DIRC3-AS1,0.006317141163290884,-2.869336040283894,1.0,0.0,2.869336040283894,1.0
ENSG00000231672,DIRC3,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
ENSG00000188282,RUFY4,0.0018048974752259668,-4.284373539562738,1.0,0.0,4.284373539562738,1.0
ENSG00000163464,CXCR1,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
ENSG00000163466,ARPC2,2.2109994071518093,0.8048562278617893,1.0,1.2797377600527209,-0.8048562278617893,1.0
ENSG00000261338,AC021016.2,0.009024487376129835,-2.4099044216465977,1.0,0.0,2.4099044216465977,1.0
ENSG00000179921,GPBAR1,0.0018048974752259668,-4.284373539562738,1.0,0.0,4.284373539562738,1.0
ENSG00000127837,AAMP,0.31134481447647927,-0.4347078126471695,0.7823232032469011,0.3894854052334368,0.4347078126471695,0.7823232032469011
ENSG00000127838,PNKD,0.33210113544157793,2.6581409657765014,1.0,0.0,-2.6581409657765014,1.0
ENSG00000135926,TMBIM1,0.3564672513571285,-0.409904421646597,0.7748796374477888,0.445126177409642,0.409904421646597,0.7748796374477888
ENSG00000225062,CATIP-AS1,0.0027073462128389503,-3.869336040283894,1.0,0.0,3.869336040283894,1.0
ENSG00000018280,SLC11A1,0.007219589900903867,-2.699411038841582,1.0,0.0,2.699411038841582,1.0
ENSG00000144579,CTDSP1,0.4259558041533282,-0.4430712855817962,0.7406174652551359,0.5564077217620526,0.4430712855817962,0.7406174652551359
ENSG00000127831,VIL1,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
ENSG00000135913,USP37,0.05234202678155304,-1.986692990922053,0.46243205154021216,0.16692231652861575,1.986692990922053,0.46243205154021216
ENSG00000144580,CNOT9,0.08753752754845939,0.7453738038313138,1.0,0.0,-0.7453738038313138,1.0
ENSG00000273466,AC012510.1,0.0,-6.869336040283894,0.2811172035671995,0.05564077217620525,6.869336040283894,0.2811172035671995
ENSG00000115568,ZNF142,0.03609794950451934,-1.5117840356658099,0.8991805858746309,0.05564077217620525,1.5117840356658099,0.8991805858746309
ENSG00000074582,BCS1L,0.06136651415768287,-1.3457740842268815,0.7193718458002322,0.1112815443524105,1.3457740842268815,0.7193718458002322
ENSG00000163481,RNF25,0.0821228351227815,0.6542259157731185,1.0,0.0,-0.6542259157731185,1.0
ENSG00000163482,STK36,0.012634282326581769,-1.9624454446753763,1.0,0.0,1.9624454446753763,1.0
ENSG00000135912,TTLL4,0.011731833588968784,-3.06198111822629,0.5024260568393001,0.05564077217620525,3.06198111822629,0.5024260568393001
ENSG00000135925,WNT10A,0.009926936113742818,-2.284373539562738,1.0,0.0,2.284373539562738,1.0
ENSG00000187736,NHEJ1,0.0821228351227815,-1.9307365849480371,0.3917406248847165,0.2782038608810263,1.9307365849480371,0.3917406248847165
ENSG00000213901,SLC23A3,0.0018048974752259668,-4.284373539562738,1.0,0.0,4.284373539562738,1.0
ENSG00000115649,CNPPD1,0.3357109303920298,-0.9112667207498125,0.5513834314014352,0.6120484939382578,0.9112667207498125,0.5513834314014352
ENSG00000144567,RETREG2,0.29690563467467157,0.4969861739619217,1.0,0.16692231652861575,-0.4969861739619217,1.0
ENSG00000158552,ZFAND2B,0.39617499581209975,0.10466875118316143,1.0,0.3338446330572315,-0.10466875118316143,1.0
ENSG00000115657,ABCB6,0.0162440772770337,-1.621408526840309,1.0,0.0,1.621408526840309,1.0
ENSG00000198925,ATG9A,0.0649763091081348,-0.6795114814038765,1.0,0.05564077217620525,0.6795114814038765,1.0
ENSG00000163516,ANKZF1,0.22019749197756797,-2.254626196168686,0.2811172035671995,1.0571746713478998,2.254626196168686,0.2811172035671995
ENSG00000163521,GLB1L,0.0054146924256779005,-3.0619811182262904,1.0,0.0,3.0619811182262904,1.0
ENSG00000115661,STK16,0.16244077277033703,0.6305098467993115,1.0,0.05564077217620525,-0.6305098467993115,1.0
ENSG00000127824,TUBA4A,0.8961315964496925,0.6283343826410948,1.0,0.5564077217620526,-0.6283343826410948,1.0
ENSG00000243910,TUBA4B,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
ENSG00000135924,DNAJB2,0.14890404170614227,-0.07925910965812522,1.0,0.1112815443524105,0.07925910965812522,1.0
ENSG00000123992,DNPEP,0.24095381294266657,-0.9731718512684342,0.5646859969605802,0.445126177409642,0.9731718512684342,0.5646859969605802
ENSG00000072195,SPEG,0.0162440772770337,-1.621408526840309,1.0,0.0,1.621408526840309,1.0
ENSG00000144591,GMPPA,0.06587875784574779,0.3401173253450551,1.0,0.0,-0.3401173253450551,1.0
ENSG00000123989,CHPF,0.0379028469797453,-0.4430712855817962,1.0,0.0,0.4430712855817962,1.0
ENSG00000188760,TMEM198,0.0027073462128389503,-3.869336040283894,1.0,0.0,3.869336040283894,1.0
ENSG00000124006,OBSL1,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
ENSG00000144589,STK11IP,0.027975910866002488,-3.4542985410050497,0.2811172035671995,0.2782038608810263,3.4542985410050497,0.2811172035671995
ENSG00000114923,SLC4A3,0.0018048974752259668,-4.284373539562738,1.0,0.0,4.284373539562738,1.0
ENSG00000116106,EPHA4,0.03970774445497127,-1.962445444675375,0.560264797462667,0.1112815443524105,1.962445444675375,0.560264797462667
ENSG00000163082,SGPP2,0.00812203863851685,-3.547407945396532,0.4518190929306376,0.05564077217620525,3.547407945396532,0.4518190929306376
ENSG00000116120,FARSB,0.13356241316672154,-1.4575224418793367,0.472098918547782,0.3338446330572315,1.4575224418793367,0.472098918547782
ENSG00000123983,ACSL3,0.08753752754845939,-1.5765542910560484,0.489623911490137,0.222563088704821,1.5765542910560484,0.489623911490137
ENSG00000152056,AP1S3,0.0027073462128389503,-3.869336040283894,1.0,0.0,3.869336040283894,1.0
ENSG00000085449,WDFY1,0.05414692425677901,-1.9385987027210079,0.4804098961072408,0.16692231652861575,1.9385987027210079,0.4804098961072408
ENSG00000135900,MRPL44,0.12183057957775277,1.218126800966445,1.0,0.0,-1.218126800966445,1.0
ENSG00000135919,SERPINE2,0.023463667177937568,-2.1144485381204254,0.7235230666748278,0.05564077217620525,2.1144485381204254,0.7235230666748278
ENSG00000124019,FAM124B,0.0009024487376129834,-4.869336040283894,1.0,0.0,4.869336040283894,1.0
